date_key,full_date,year,quarter,month,month_name,week,day_name,is_weekend
20220411,2022-04-11,2022,2,4,April,15,Monday,False
20220412,2022-04-12,2022,2,4,April,15,Tuesday,False
20220413,2022-04-13,2022,2,4,April,15,Wednesday,False
20220414,2022-04-14,2022,2,4,April,15,Thursday,False
20220415,2022-04-15,2022,2,4,April,15,Friday,True
20220416,2022-04-16,2022,2,4,April,15,Saturday,True
20220417,2022-04-17,2022,2,4,April,15,Sunday,False
20220418,2022-04-18,2022,2,4,April,16,Monday,False
20220419,2022-04-19,2022,2,4,April,16,Tuesday,False
20220420,2022-04-20,2022,2,4,April,16,Wednesday,False
20220421,2022-04-21,2022,2,4,April,16,Thursday,False
20220422,2022-04-22,2022,2,4,April,16,Friday,True
20220423,2022-04-23,2022,2,4,April,16,Saturday,True
20220424,2022-04-24,2022,2,4,April,16,Sunday,False
20220425,2022-04-25,2022,2,4,April,17,Monday,False
20220426,2022-04-26,2022,2,4,April,17,Tuesday,False
20220427,2022-04-27,2022,2,4,April,17,Wednesday,False
20220428,2022-04-28,2022,2,4,April,17,Thursday,False
20220429,2022-04-29,2022,2,4,April,17,Friday,True
20220430,2022-04-30,2022,2,4,April,17,Saturday,True
20220501,2022-05-01,2022,2,5,May,17,Sunday,False
20220502,2022-05-02,2022,2,5,May,18,Monday,False
20220503,2022-05-03,2022,2,5,May,18,Tuesday,False
20220504,2022-05-04,2022,2,5,May,18,Wednesday,False
20220505,2022-05-05,2022,2,5,May,18,Thursday,False
20220506,2022-05-06,2022,2,5,May,18,Friday,True
20220507,2022-05-07,2022,2,5,May,18,Saturday,True
20220508,2022-05-08,2022,2,5,May,18,Sunday,False
20220509,2022-05-09,2022,2,5,May,19,Monday,False
20220510,2022-05-10,2022,2,5,May,19,Tuesday,False
20220511,2022-05-11,2022,2,5,May,19,Wednesday,False
20220512,2022-05-12,2022,2,5,May,19,Thursday,False
20220513,2022-05-13,2022,2,5,May,19,Friday,True
20220514,2022-05-14,2022,2,5,May,19,Saturday,True
20220515,2022-05-15,2022,2,5,May,19,Sunday,False
20220516,2022-05-16,2022,2,5,May,20,Monday,False
20220517,2022-05-17,2022,2,5,May,20,Tuesday,False
20220518,2022-05-18,2022,2,5,May,20,Wednesday,False
20220519,2022-05-19,2022,2,5,May,20,Thursday,False
20220520,2022-05-20,2022,2,5,May,20,Friday,True
20220521,2022-05-21,2022,2,5,May,20,Saturday,True
20220522,2022-05-22,2022,2,5,May,20,Sunday,False
20220523,2022-05-23,2022,2,5,May,21,Monday,False
20220524,2022-05-24,2022,2,5,May,21,Tuesday,False
20220525,2022-05-25,2022,2,5,May,21,Wednesday,False
20220526,2022-05-26,2022,2,5,May,21,Thursday,False
20220527,2022-05-27,2022,2,5,May,21,Friday,True
20220528,2022-05-28,2022,2,5,May,21,Saturday,True
20220529,2022-05-29,2022,2,5,May,21,Sunday,False
20220530,2022-05-30,2022,2,5,May,22,Monday,False
20220531,2022-05-31,2022,2,5,May,22,Tuesday,False
20220601,2022-06-01,2022,2,6,June,22,Wednesday,False
20220602,2022-06-02,2022,2,6,June,22,Thursday,False
20220603,2022-06-03,2022,2,6,June,22,Friday,True
20220604,2022-06-04,2022,2,6,June,22,Saturday,True
20220605,2022-06-05,2022,2,6,June,22,Sunday,False
20220606,2022-06-06,2022,2,6,June,23,Monday,False
20220607,2022-06-07,2022,2,6,June,23,Tuesday,False
20220608,2022-06-08,2022,2,6,June,23,Wednesday,False
20220609,2022-06-09,2022,2,6,June,23,Thursday,False
20220610,2022-06-10,2022,2,6,June,23,Friday,True
20220611,2022-06-11,2022,2,6,June,23,Saturday,True
20220612,2022-06-12,2022,2,6,June,23,Sunday,False
20220613,2022-06-13,2022,2,6,June,24,Monday,False
20220614,2022-06-14,2022,2,6,June,24,Tuesday,False
20220615,2022-06-15,2022,2,6,June,24,Wednesday,False
20220616,2022-06-16,2022,2,6,June,24,Thursday,False
20220617,2022-06-17,2022,2,6,June,24,Friday,True
20220618,2022-06-18,2022,2,6,June,24,Saturday,True
20220619,2022-06-19,2022,2,6,June,24,Sunday,False
20220620,2022-06-20,2022,2,6,June,25,Monday,False
20220621,2022-06-21,2022,2,6,June,25,Tuesday,False
20220622,2022-06-22,2022,2,6,June,25,Wednesday,False
20220623,2022-06-23,2022,2,6,June,25,Thursday,False
20220624,2022-06-24,2022,2,6,June,25,Friday,True
20220625,2022-06-25,2022,2,6,June,25,Saturday,True
20220626,2022-06-26,2022,2,6,June,25,Sunday,False
20220627,2022-06-27,2022,2,6,June,26,Monday,False
20220628,2022-06-28,2022,2,6,June,26,Tuesday,False
20220629,2022-06-29,2022,2,6,June,26,Wednesday,False
20220630,2022-06-30,2022,2,6,June,26,Thursday,False
20220701,2022-07-01,2022,3,7,July,26,Friday,True
20220702,2022-07-02,2022,3,7,July,26,Saturday,True
20220703,2022-07-03,2022,3,7,July,26,Sunday,False
20220704,2022-07-04,2022,3,7,July,27,Monday,False
20220705,2022-07-05,2022,3,7,July,27,Tuesday,False
20220706,2022-07-06,2022,3,7,July,27,Wednesday,False
20220707,2022-07-07,2022,3,7,July,27,Thursday,False
20220708,2022-07-08,2022,3,7,July,27,Friday,True
20220709,2022-07-09,2022,3,7,July,27,Saturday,True
20220710,2022-07-10,2022,3,7,July,27,Sunday,False
20220711,2022-07-11,2022,3,7,July,28,Monday,False
20220712,2022-07-12,2022,3,7,July,28,Tuesday,False
20220713,2022-07-13,2022,3,7,July,28,Wednesday,False
20220714,2022-07-14,2022,3,7,July,28,Thursday,False
20220715,2022-07-15,2022,3,7,July,28,Friday,True
20220716,2022-07-16,2022,3,7,July,28,Saturday,True
20220717,2022-07-17,2022,3,7,July,28,Sunday,False
20220718,2022-07-18,2022,3,7,July,29,Monday,False
20220719,2022-07-19,2022,3,7,July,29,Tuesday,False
20220720,2022-07-20,2022,3,7,July,29,Wednesday,False
20220721,2022-07-21,2022,3,7,July,29,Thursday,False
20220722,2022-07-22,2022,3,7,July,29,Friday,True
20220723,2022-07-23,2022,3,7,July,29,Saturday,True
20220724,2022-07-24,2022,3,7,July,29,Sunday,False
20220725,2022-07-25,2022,3,7,July,30,Monday,False
20220726,2022-07-26,2022,3,7,July,30,Tuesday,False
20220727,2022-07-27,2022,3,7,July,30,Wednesday,False
20220728,2022-07-28,2022,3,7,July,30,Thursday,False
20220729,2022-07-29,2022,3,7,July,30,Friday,True
20220730,2022-07-30,2022,3,7,July,30,Saturday,True
20220731,2022-07-31,2022,3,7,July,30,Sunday,False
20220801,2022-08-01,2022,3,8,August,31,Monday,False
20220802,2022-08-02,2022,3,8,August,31,Tuesday,False
20220803,2022-08-03,2022,3,8,August,31,Wednesday,False
20220804,2022-08-04,2022,3,8,August,31,Thursday,False
20220805,2022-08-05,2022,3,8,August,31,Friday,True
20220806,2022-08-06,2022,3,8,August,31,Saturday,True
20220807,2022-08-07,2022,3,8,August,31,Sunday,False
20220808,2022-08-08,2022,3,8,August,32,Monday,False
20220809,2022-08-09,2022,3,8,August,32,Tuesday,False
20220810,2022-08-10,2022,3,8,August,32,Wednesday,False
20220811,2022-08-11,2022,3,8,August,32,Thursday,False
20220812,2022-08-12,2022,3,8,August,32,Friday,True
20220813,2022-08-13,2022,3,8,August,32,Saturday,True
20220814,2022-08-14,2022,3,8,August,32,Sunday,False
20220815,2022-08-15,2022,3,8,August,33,Monday,False
20220816,2022-08-16,2022,3,8,August,33,Tuesday,False
20220817,2022-08-17,2022,3,8,August,33,Wednesday,False
20220818,2022-08-18,2022,3,8,August,33,Thursday,False
20220819,2022-08-19,2022,3,8,August,33,Friday,True
20220820,2022-08-20,2022,3,8,August,33,Saturday,True
20220821,2022-08-21,2022,3,8,August,33,Sunday,False
20220822,2022-08-22,2022,3,8,August,34,Monday,False
20220823,2022-08-23,2022,3,8,August,34,Tuesday,False
20220824,2022-08-24,2022,3,8,August,34,Wednesday,False
20220825,2022-08-25,2022,3,8,August,34,Thursday,False
20220826,2022-08-26,2022,3,8,August,34,Friday,True
20220827,2022-08-27,2022,3,8,August,34,Saturday,True
20220828,2022-08-28,2022,3,8,August,34,Sunday,False
20220829,2022-08-29,2022,3,8,August,35,Monday,False
20220830,2022-08-30,2022,3,8,August,35,Tuesday,False
20220831,2022-08-31,2022,3,8,August,35,Wednesday,False
20220901,2022-09-01,2022,3,9,September,35,Thursday,False
20220902,2022-09-02,2022,3,9,September,35,Friday,True
20220903,2022-09-03,2022,3,9,September,35,Saturday,True
20220904,2022-09-04,2022,3,9,September,35,Sunday,False
20220905,2022-09-05,2022,3,9,September,36,Monday,False
20220906,2022-09-06,2022,3,9,September,36,Tuesday,False
20220907,2022-09-07,2022,3,9,September,36,Wednesday,False
20220908,2022-09-08,2022,3,9,September,36,Thursday,False
20220909,2022-09-09,2022,3,9,September,36,Friday,True
20220910,2022-09-10,2022,3,9,September,36,Saturday,True
20220911,2022-09-11,2022,3,9,September,36,Sunday,False
20220912,2022-09-12,2022,3,9,September,37,Monday,False
20220913,2022-09-13,2022,3,9,September,37,Tuesday,False
20220914,2022-09-14,2022,3,9,September,37,Wednesday,False
20220915,2022-09-15,2022,3,9,September,37,Thursday,False
20220916,2022-09-16,2022,3,9,September,37,Friday,True
20220917,2022-09-17,2022,3,9,September,37,Saturday,True
20220918,2022-09-18,2022,3,9,September,37,Sunday,False
20220919,2022-09-19,2022,3,9,September,38,Monday,False
20220920,2022-09-20,2022,3,9,September,38,Tuesday,False
20220921,2022-09-21,2022,3,9,September,38,Wednesday,False
20220922,2022-09-22,2022,3,9,September,38,Thursday,False
20220923,2022-09-23,2022,3,9,September,38,Friday,True
20220924,2022-09-24,2022,3,9,September,38,Saturday,True
20220925,2022-09-25,2022,3,9,September,38,Sunday,False
20220926,2022-09-26,2022,3,9,September,39,Monday,False
20220927,2022-09-27,2022,3,9,September,39,Tuesday,False
20220928,2022-09-28,2022,3,9,September,39,Wednesday,False
20220929,2022-09-29,2022,3,9,September,39,Thursday,False
20220930,2022-09-30,2022,3,9,September,39,Friday,True
20221001,2022-10-01,2022,4,10,October,39,Saturday,True
20221002,2022-10-02,2022,4,10,October,39,Sunday,False
20221003,2022-10-03,2022,4,10,October,40,Monday,False
20221004,2022-10-04,2022,4,10,October,40,Tuesday,False
20221005,2022-10-05,2022,4,10,October,40,Wednesday,False
20221006,2022-10-06,2022,4,10,October,40,Thursday,False
20221007,2022-10-07,2022,4,10,October,40,Friday,True
20221008,2022-10-08,2022,4,10,October,40,Saturday,True
20221009,2022-10-09,2022,4,10,October,40,Sunday,False
20221010,2022-10-10,2022,4,10,October,41,Monday,False
20221011,2022-10-11,2022,4,10,October,41,Tuesday,False
20221012,2022-10-12,2022,4,10,October,41,Wednesday,False
20221013,2022-10-13,2022,4,10,October,41,Thursday,False
20221014,2022-10-14,2022,4,10,October,41,Friday,True
20221015,2022-10-15,2022,4,10,October,41,Saturday,True
20221016,2022-10-16,2022,4,10,October,41,Sunday,False
20221017,2022-10-17,2022,4,10,October,42,Monday,False
20221018,2022-10-18,2022,4,10,October,42,Tuesday,False
20221019,2022-10-19,2022,4,10,October,42,Wednesday,False
20221020,2022-10-20,2022,4,10,October,42,Thursday,False
20221021,2022-10-21,2022,4,10,October,42,Friday,True
20221022,2022-10-22,2022,4,10,October,42,Saturday,True
20221023,2022-10-23,2022,4,10,October,42,Sunday,False
20221024,2022-10-24,2022,4,10,October,43,Monday,False
20221025,2022-10-25,2022,4,10,October,43,Tuesday,False
20221026,2022-10-26,2022,4,10,October,43,Wednesday,False
20221027,2022-10-27,2022,4,10,October,43,Thursday,False
20221028,2022-10-28,2022,4,10,October,43,Friday,True
20221029,2022-10-29,2022,4,10,October,43,Saturday,True
20221030,2022-10-30,2022,4,10,October,43,Sunday,False
20221031,2022-10-31,2022,4,10,October,44,Monday,False
20221101,2022-11-01,2022,4,11,November,44,Tuesday,False
20221102,2022-11-02,2022,4,11,November,44,Wednesday,False
20221103,2022-11-03,2022,4,11,November,44,Thursday,False
20221104,2022-11-04,2022,4,11,November,44,Friday,True
20221105,2022-11-05,2022,4,11,November,44,Saturday,True
20221106,2022-11-06,2022,4,11,November,44,Sunday,False
20221107,2022-11-07,2022,4,11,November,45,Monday,False
20221108,2022-11-08,2022,4,11,November,45,Tuesday,False
20221109,2022-11-09,2022,4,11,November,45,Wednesday,False
20221110,2022-11-10,2022,4,11,November,45,Thursday,False
20221111,2022-11-11,2022,4,11,November,45,Friday,True
20221112,2022-11-12,2022,4,11,November,45,Saturday,True
20221113,2022-11-13,2022,4,11,November,45,Sunday,False
20221114,2022-11-14,2022,4,11,November,46,Monday,False
20221115,2022-11-15,2022,4,11,November,46,Tuesday,False
20221116,2022-11-16,2022,4,11,November,46,Wednesday,False
20221117,2022-11-17,2022,4,11,November,46,Thursday,False
20221118,2022-11-18,2022,4,11,November,46,Friday,True
20221119,2022-11-19,2022,4,11,November,46,Saturday,True
20221120,2022-11-20,2022,4,11,November,46,Sunday,False
20221121,2022-11-21,2022,4,11,November,47,Monday,False
20221122,2022-11-22,2022,4,11,November,47,Tuesday,False
20221123,2022-11-23,2022,4,11,November,47,Wednesday,False
20221124,2022-11-24,2022,4,11,November,47,Thursday,False
20221125,2022-11-25,2022,4,11,November,47,Friday,True
20221126,2022-11-26,2022,4,11,November,47,Saturday,True
20221127,2022-11-27,2022,4,11,November,47,Sunday,False
20221128,2022-11-28,2022,4,11,November,48,Monday,False
20221129,2022-11-29,2022,4,11,November,48,Tuesday,False
20221130,2022-11-30,2022,4,11,November,48,Wednesday,False
20221201,2022-12-01,2022,4,12,December,48,Thursday,False
20221202,2022-12-02,2022,4,12,December,48,Friday,True
20221203,2022-12-03,2022,4,12,December,48,Saturday,True
20221204,2022-12-04,2022,4,12,December,48,Sunday,False
20221205,2022-12-05,2022,4,12,December,49,Monday,False
20221206,2022-12-06,2022,4,12,December,49,Tuesday,False
20221207,2022-12-07,2022,4,12,December,49,Wednesday,False
20221208,2022-12-08,2022,4,12,December,49,Thursday,False
20221209,2022-12-09,2022,4,12,December,49,Friday,True
20221210,2022-12-10,2022,4,12,December,49,Saturday,True
20221211,2022-12-11,2022,4,12,December,49,Sunday,False
20221212,2022-12-12,2022,4,12,December,50,Monday,False
20221213,2022-12-13,2022,4,12,December,50,Tuesday,False
20221214,2022-12-14,2022,4,12,December,50,Wednesday,False
20221215,2022-12-15,2022,4,12,December,50,Thursday,False
20221216,2022-12-16,2022,4,12,December,50,Friday,True
20221217,2022-12-17,2022,4,12,December,50,Saturday,True
20221218,2022-12-18,2022,4,12,December,50,Sunday,False
20221219,2022-12-19,2022,4,12,December,51,Monday,False
20221220,2022-12-20,2022,4,12,December,51,Tuesday,False
20221221,2022-12-21,2022,4,12,December,51,Wednesday,False
20221222,2022-12-22,2022,4,12,December,51,Thursday,False
20221223,2022-12-23,2022,4,12,December,51,Friday,True
20221224,2022-12-24,2022,4,12,December,51,Saturday,True
20221225,2022-12-25,2022,4,12,December,51,Sunday,False
20221226,2022-12-26,2022,4,12,December,52,Monday,False
20221227,2022-12-27,2022,4,12,December,52,Tuesday,False
20221228,2022-12-28,2022,4,12,December,52,Wednesday,False
20221229,2022-12-29,2022,4,12,December,52,Thursday,False
20221230,2022-12-30,2022,4,12,December,52,Friday,True
20221231,2022-12-31,2022,4,12,December,52,Saturday,True
20230101,2023-01-01,2023,1,1,January,52,Sunday,False
20230102,2023-01-02,2023,1,1,January,1,Monday,False
20230103,2023-01-03,2023,1,1,January,1,Tuesday,False
20230104,2023-01-04,2023,1,1,January,1,Wednesday,False
20230105,2023-01-05,2023,1,1,January,1,Thursday,False
20230106,2023-01-06,2023,1,1,January,1,Friday,True
20230107,2023-01-07,2023,1,1,January,1,Saturday,True
20230108,2023-01-08,2023,1,1,January,1,Sunday,False
20230109,2023-01-09,2023,1,1,January,2,Monday,False
20230110,2023-01-10,2023,1,1,January,2,Tuesday,False
20230111,2023-01-11,2023,1,1,January,2,Wednesday,False
20230112,2023-01-12,2023,1,1,January,2,Thursday,False
20230113,2023-01-13,2023,1,1,January,2,Friday,True
20230114,2023-01-14,2023,1,1,January,2,Saturday,True
20230115,2023-01-15,2023,1,1,January,2,Sunday,False
20230116,2023-01-16,2023,1,1,January,3,Monday,False
20230117,2023-01-17,2023,1,1,January,3,Tuesday,False
20230118,2023-01-18,2023,1,1,January,3,Wednesday,False
20230119,2023-01-19,2023,1,1,January,3,Thursday,False
20230120,2023-01-20,2023,1,1,January,3,Friday,True
20230121,2023-01-21,2023,1,1,January,3,Saturday,True
20230122,2023-01-22,2023,1,1,January,3,Sunday,False
20230123,2023-01-23,2023,1,1,January,4,Monday,False
20230124,2023-01-24,2023,1,1,January,4,Tuesday,False
20230125,2023-01-25,2023,1,1,January,4,Wednesday,False
20230126,2023-01-26,2023,1,1,January,4,Thursday,False
20230127,2023-01-27,2023,1,1,January,4,Friday,True
20230128,2023-01-28,2023,1,1,January,4,Saturday,True
20230129,2023-01-29,2023,1,1,January,4,Sunday,False
20230130,2023-01-30,2023,1,1,January,5,Monday,False
20230131,2023-01-31,2023,1,1,January,5,Tuesday,False
20230201,2023-02-01,2023,1,2,February,5,Wednesday,False
20230202,2023-02-02,2023,1,2,February,5,Thursday,False
20230203,2023-02-03,2023,1,2,February,5,Friday,True
20230204,2023-02-04,2023,1,2,February,5,Saturday,True
20230205,2023-02-05,2023,1,2,February,5,Sunday,False
20230206,2023-02-06,2023,1,2,February,6,Monday,False
20230207,2023-02-07,2023,1,2,February,6,Tuesday,False
20230208,2023-02-08,2023,1,2,February,6,Wednesday,False
20230209,2023-02-09,2023,1,2,February,6,Thursday,False
20230210,2023-02-10,2023,1,2,February,6,Friday,True
20230211,2023-02-11,2023,1,2,February,6,Saturday,True
20230212,2023-02-12,2023,1,2,February,6,Sunday,False
20230213,2023-02-13,2023,1,2,February,7,Monday,False
20230214,2023-02-14,2023,1,2,February,7,Tuesday,False
20230215,2023-02-15,2023,1,2,February,7,Wednesday,False
20230216,2023-02-16,2023,1,2,February,7,Thursday,False
20230217,2023-02-17,2023,1,2,February,7,Friday,True
20230218,2023-02-18,2023,1,2,February,7,Saturday,True
20230219,2023-02-19,2023,1,2,February,7,Sunday,False
20230220,2023-02-20,2023,1,2,February,8,Monday,False
20230221,2023-02-21,2023,1,2,February,8,Tuesday,False
20230222,2023-02-22,2023,1,2,February,8,Wednesday,False
20230223,2023-02-23,2023,1,2,February,8,Thursday,False
20230224,2023-02-24,2023,1,2,February,8,Friday,True
20230225,2023-02-25,2023,1,2,February,8,Saturday,True
20230226,2023-02-26,2023,1,2,February,8,Sunday,False
20230227,2023-02-27,2023,1,2,February,9,Monday,False
20230228,2023-02-28,2023,1,2,February,9,Tuesday,False
20230301,2023-03-01,2023,1,3,March,9,Wednesday,False
20230302,2023-03-02,2023,1,3,March,9,Thursday,False
20230303,2023-03-03,2023,1,3,March,9,Friday,True
20230304,2023-03-04,2023,1,3,March,9,Saturday,True
20230305,2023-03-05,2023,1,3,March,9,Sunday,False
20230306,2023-03-06,2023,1,3,March,10,Monday,False
20230307,2023-03-07,2023,1,3,March,10,Tuesday,False
20230308,2023-03-08,2023,1,3,March,10,Wednesday,False
20230309,2023-03-09,2023,1,3,March,10,Thursday,False
20230310,2023-03-10,2023,1,3,March,10,Friday,True
20230311,2023-03-11,2023,1,3,March,10,Saturday,True
20230312,2023-03-12,2023,1,3,March,10,Sunday,False
20230313,2023-03-13,2023,1,3,March,11,Monday,False
20230314,2023-03-14,2023,1,3,March,11,Tuesday,False
20230315,2023-03-15,2023,1,3,March,11,Wednesday,False
20230316,2023-03-16,2023,1,3,March,11,Thursday,False
20230317,2023-03-17,2023,1,3,March,11,Friday,True
20230318,2023-03-18,2023,1,3,March,11,Saturday,True
20230319,2023-03-19,2023,1,3,March,11,Sunday,False
20230320,2023-03-20,2023,1,3,March,12,Monday,False
20230321,2023-03-21,2023,1,3,March,12,Tuesday,False
20230322,2023-03-22,2023,1,3,March,12,Wednesday,False
20230323,2023-03-23,2023,1,3,March,12,Thursday,False
20230324,2023-03-24,2023,1,3,March,12,Friday,True
20230325,2023-03-25,2023,1,3,March,12,Saturday,True
20230326,2023-03-26,2023,1,3,March,12,Sunday,False
20230327,2023-03-27,2023,1,3,March,13,Monday,False
20230328,2023-03-28,2023,1,3,March,13,Tuesday,False
20230329,2023-03-29,2023,1,3,March,13,Wednesday,False
20230330,2023-03-30,2023,1,3,March,13,Thursday,False
20230331,2023-03-31,2023,1,3,March,13,Friday,True
20230401,2023-04-01,2023,2,4,April,13,Saturday,True
20230402,2023-04-02,2023,2,4,April,13,Sunday,False
20230403,2023-04-03,2023,2,4,April,14,Monday,False
20230404,2023-04-04,2023,2,4,April,14,Tuesday,False
20230405,2023-04-05,2023,2,4,April,14,Wednesday,False
20230406,2023-04-06,2023,2,4,April,14,Thursday,False
20230407,2023-04-07,2023,2,4,April,14,Friday,True
20230408,2023-04-08,2023,2,4,April,14,Saturday,True
20230409,2023-04-09,2023,2,4,April,14,Sunday,False
20230410,2023-04-10,2023,2,4,April,15,Monday,False
20230411,2023-04-11,2023,2,4,April,15,Tuesday,False
20230412,2023-04-12,2023,2,4,April,15,Wednesday,False
20230413,2023-04-13,2023,2,4,April,15,Thursday,False
20230414,2023-04-14,2023,2,4,April,15,Friday,True
20230415,2023-04-15,2023,2,4,April,15,Saturday,True
20230416,2023-04-16,2023,2,4,April,15,Sunday,False
20230417,2023-04-17,2023,2,4,April,16,Monday,False
20230418,2023-04-18,2023,2,4,April,16,Tuesday,False
20230419,2023-04-19,2023,2,4,April,16,Wednesday,False
20230420,2023-04-20,2023,2,4,April,16,Thursday,False
20230421,2023-04-21,2023,2,4,April,16,Friday,True
20230422,2023-04-22,2023,2,4,April,16,Saturday,True
20230423,2023-04-23,2023,2,4,April,16,Sunday,False
20230424,2023-04-24,2023,2,4,April,17,Monday,False
20230425,2023-04-25,2023,2,4,April,17,Tuesday,False
